[11:40:15] Harvesting Category: Christopher_Dresser -> dresser
[11:40:16]   [DOWNLOADING] A_Victorian_%27Komai%27_solid_silver_water_jug_by_Christopher_Dresser%2C_c.1880.jpg (1240 KB)
[11:41:00]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:00]   [DOWNLOADING] Globe_Radio_by_Raymond_Loewy.jpg (3278 KB)
[11:41:00]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:00]   [DOWNLOADING] Le_Creuset.jpg (32 KB)
[11:41:00]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:00]   [DOWNLOADING] LOEWY_HOUSE_PALM_SPRINGS_RIVERSIDE_COUNTY_CA.jpg (754 KB)
[11:41:00]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:00]   [DOWNLOADING] Nordmende-05_hg.jpg (2399 KB)
[11:41:00]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:00]   [DOWNLOADING] Nordmende-06_hg.jpg (1936 KB)
[11:41:00]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:00]   [DOWNLOADING] Nordmende-07_hg.jpg (1361 KB)
[11:41:01]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:01]   [DOWNLOADING] Nordmende-08_hg.jpg (1916 KB)
[11:41:01]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:02] Harvesting Category: Henry_Dreyfuss -> dreyfuss
[11:41:02]   [DOWNLOADING] Bankers_Trust_Building_280_Park_Avenue.jpg (885 KB)
[11:41:02]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:02]   [DOWNLOADING] Bell_telephone_magazine_%281922%29_%2814569849308%29.jpg (557 KB)
[11:41:02]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:02]   [DOWNLOADING] Bell_telephone_magazine_%281922%29_%2814756479025%29.jpg (1226 KB)
[11:41:02]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:02]   [DOWNLOADING] Dreyfuss-henry-thermostat-design.ogv (37796 KB)
[11:41:02]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:02]   [DOWNLOADING] Dreyfuss.jpg (258 KB)
[11:41:02]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:02]   [DOWNLOADING] Henry_dreyfuss_per_western_electric_manufacturing_co.%2C_telefono_modlelo_302%2C_1937_ca.jpg (1646 KB)
[11:41:02]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:02]   [DOWNLOADING] Henry_Dreyfuss_Symbol_Sourcebook.jpg (64 KB)
[11:41:02]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:02]   [DOWNLOADING] Henry_Dreyfuss.jpg (83 KB)
[11:41:03]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:03]   [DOWNLOADING] Hudson_locomotive_for_the_New_York_Central.jpg (51 KB)
[11:41:03]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:03]   [DOWNLOADING] John_Deere_Model_A_late_style.jpg (3929 KB)
[11:41:03]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:03]   [DOWNLOADING] John_Deere_model_B_tractor%2C_Agricultural_and_Industrial_Museum_York.jpg (3386 KB)
[11:41:03]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:03]   [DOWNLOADING] New_York_Central_20th_Century_Limited_1938.jpg (357 KB)
[11:41:03]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:04] Harvesting Category: Norman_Bel_Geddes -> geddes
[11:41:04]   [DOWNLOADING] Acorn_Gas_Range_publicity_leaflet_extract%2C_c._1932-33_Philadelphia_Gas_Works.jpg (18906 KB)
[11:41:04]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:04]   [DOWNLOADING] Advertising_For_The_1956_Emerson_Model_838_Transistor_Radio_-_Brownwood_Texas_Bulletin_Newspaper%2C_November_29%2C_1955_%2816216197452%29.jpg (4837 KB)
[11:41:04]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:04]   [DOWNLOADING] Airliner_Number_4_-_Norman_Bel_Geddes%2C_c.1929-32.jpg (1457 KB)
[11:41:04]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:04]   [DOWNLOADING] Battle_of_Midway.jpg (283 KB)
[11:41:05]   [DOWNLOADING] BelGeddesCar.jpg (2374 KB)
[11:41:05]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:05]   [DOWNLOADING] Costume_design_%281%29_by_Norman_Bel_Geddes_for_Henry_Hadley%E2%80%99s_Cleopatra%E2%80%99s_Night%2C_1920.jpg (1271 KB)
[11:41:05]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:05]   [DOWNLOADING] Costume_design_%282%29_by_Norman_Bel_Geddes_for_Henry_Hadley%E2%80%99s_Cleopatra%E2%80%99s_Night%2C_1920.jpg (1206 KB)
[11:41:05]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:05]   [DOWNLOADING] General_Motors_25th_anniversary_medal_Norman_Bel_Geddes_1933.jpg (262 KB)
[11:41:06]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:06]   [DOWNLOADING] Kaga%2C_Akagi_and_Soryu_under_attack.jpg (6560 KB)
[11:41:06]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:06]   [DOWNLOADING] Magic_Motorways_by_Norman_Bel_Geddes_cover.jpg (135 KB)
[11:41:06]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:06]   [DOWNLOADING] Magic_Motorways_by_Norman_Bel_Geddes%2C_Random_House%2C_1940_-_Magicmotorways00geddrich.pdf (30178 KB)
[11:41:06]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:06]   [DOWNLOADING] Norman_Bel_Geddes_-_Jan_1923_Shadowland.jpg (40 KB)
[11:41:06]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:07] Harvesting Category: Walter_Gropius -> gropius
[11:41:07]   [DOWNLOADING] De-Walter_Gropius.ogg (24 KB)
[11:41:07]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:07]   [DOWNLOADING] 1955_01-Oct_HansGConrad_Portrait-WalterGropius_HfGUlm-Opening.jpg (1351 KB)
[11:41:08]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:08]   [DOWNLOADING] Alma_1918_gropius_manon.png (4406 KB)
[11:41:08]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:08]   [DOWNLOADING] Anonymous_photograph_of_Bauhaus_masters_on_the_roof_of_the_studio_building%2C_Bauhaus_Dessau.jpg (262 KB)
[11:41:08]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:08]   [DOWNLOADING] Ascona-_Dokumentationsfotos_im_Museum%2C_Xanti_Schawinsky%2C_Walter_Gropius_-_LABW_-_Staatsarchiv_Freiburg_W_134_Nr._123466.jpg (1071 KB)
[11:41:08]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:08]   [DOWNLOADING] BAUHAUS_schema_didattico.jpg (1368 KB)
[11:41:08]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:08]   [DOWNLOADING] Bauhaus-program.svg (94 KB)
[11:41:08]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:08]   [DOWNLOADING] Bauhausb%C3%BCcher_Anzeige_1925.jpg (470 KB)
[11:41:08]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:08]   [DOWNLOADING] Der_Architekt_Walter_Gropius%2C_Begr%C3%BCnder_des_Staatlichen_Bauhauses_Weimar%2C_um_1919.jpg (4618 KB)
[11:41:08]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:08]   [DOWNLOADING] F51_render_cropped.png (279 KB)
[11:41:08]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:08]   [DOWNLOADING] F51_render.png (251 KB)
[11:41:08]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:08]   [DOWNLOADING] Gedenktafel_Goebelstr_18_%28CharN%29_Walter_Gropius.jpg (1516 KB)
[11:41:08]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:09] Harvesting Category: Marcel_Breuer -> breuer
[11:41:10]   [DOWNLOADING] Anonymous_photograph_of_Bauhaus_masters_on_the_roof_of_the_studio_building%2C_Bauhaus_Dessau.jpg (262 KB)
[11:41:10]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:10]   [DOWNLOADING] Breuer_plaque_P%C3%A9cs.jpg (267 KB)
[11:41:10]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:10]   [DOWNLOADING] Fuld-modell-frankfurt.jpg (3750 KB)
[11:41:10]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:10]   [DOWNLOADING] Gedenktafel_Am_Gro%C3%9Fen_Wannsee_58_%28Wanns%29_Villa_van_der_Heydt.jpg (7422 KB)
[11:41:10]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:10]   [DOWNLOADING] Hotel_Marcel_datestone.jpg (4960 KB)
[11:41:10]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:10]   [DOWNLOADING] Hr._D._Schwartzman_%2C_Ir._G._van_der_Wal%2C_Marcel_Brenez_%2C_H._Elzas_._Bijenkorf_Ro%2C_Bestanddeelnr_908-4042.jpg (2538 KB)
[11:41:10]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:10]   [DOWNLOADING] Hr._D._Schwartzman_%2C_Ir._G._van_der_Wal%2C_Marcel_Breuer_%2C_Abraham_Elzas_._Bijenko%2C_Bestanddeelnr_908-4043.jpg (1401 KB)
[11:41:10]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:10]   [DOWNLOADING] Marcel_Breuer_%28cropped%29.jpg (72 KB)
[11:41:10]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:10]   [DOWNLOADING] Marcel_Breuer.png (33 KB)
[11:41:12] Harvesting Category: Marianne_Brandt -> brandt
[11:41:12]   [DOWNLOADING] BischofMarie.jpg (45 KB)
[11:41:12]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:12]   [DOWNLOADING] Brandt_an_Voss.pdf (1174 KB)
[11:41:12]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:12]   [DOWNLOADING] Marianne_Brandt_%28contralto%29.jpg (202 KB)
[11:41:12]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:12]   [DOWNLOADING] Erinnerungen_an_Pauline_Viardot.pdf (307 KB)
[11:41:12]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:12]   [DOWNLOADING] Friedhof_Hadersdorf-Weidlingau_Bischof-Brandt.jpg (3833 KB)
[11:41:12]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:12]   [DOWNLOADING] Marianne_Brandt_AEhrlichS%C3%A4ngerinnen1895.jpg (269 KB)
[11:41:12]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:12]   [DOWNLOADING] Marianne_Brandt_as_Adriano_in_Rienzi%2C_photo_by_Falk%2C_1886_%28Newberry_Library%2C_Westervelt_Coll%29.jpg (463 KB)
[11:41:13]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:13]   [DOWNLOADING] Marianne_Brandt%2C_photo_by_Falk%2C_c1886_%28Newberry_Library%2C_Westervelt_Coll%29.jpg (317 KB)
[11:41:13]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:14] Harvesting Category: Wilhelm_Wagenfeld -> wagenfeld
[11:41:14]   [DOWNLOADING] Buch_mit_Wagenfeld_Tischlampe.jpg (720 KB)
[11:41:14]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:14]   [DOWNLOADING] Eierkoch_Egg_coddler_No2_Wilhelm_Wagenfeld_Jenaer_Glas.jpg (1747 KB)
[11:41:14]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:14]   [DOWNLOADING] Gerhard_Roese%2C_Wilhelm_Wagenfeld_B%C3%BCste%2C_2011%2C_private_Sammlung.jpg (691 KB)
[11:41:14]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:14]   [DOWNLOADING] GLAM_Porzellanmanufaktur_F%C3%BCrstenberg_Wagenfeld_639_e.jpg (3621 KB)
[11:41:14]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:14]   [DOWNLOADING] Ostertorwache_Am_Wall_%28209%29_in_Bremen.jpg (8550 KB)
[11:41:14]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:14]   [DOWNLOADING] Sossengiesser_aus_feuerfestem_JENAer_GLAS_-_L%C3%A1szl%C3%B3_Moholy-Nagy%2C_1933.jpg (204 KB)
[11:41:14]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
[11:41:14]   [DOWNLOADING] Stamp_Design_BRD.jpg (81 KB)
[11:41:14]   [ERROR] Download failed: The remote server returned an error: (429) Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (0c640b1).
